ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,numerator,denominator,estimate,CA_RR,version
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607192260,Ontario CCD,San Bernardino,06071,Southern California,14,4743,22478,21.1,1.219653179,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603593280,Susanville CCD,Lassen,06035,Northeast Sierra,06,2,1366,0.1,0.005780346821,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607192100,Newberry-Baker CCD,San Bernardino,06071,Southern California,14,137,808,17,0.9826589595,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609792940,Santa Rosa CCD,Sonoma,06097,Bay Area,01,452,2271,19.9,1.150289017,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600190020,Alameda CCD,Alameda,06001,Bay Area,01,682,2412,28.3,1.63583815,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603790310,Calabasas CCD,Los Angeles,06037,Southern California,14,283,431,65.7,3.797687861,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600190200,Berkeley CCD,Alameda,06001,Bay Area,01,2121,9758,21.7,1.25433526,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603791120,Glendale CCD,Los Angeles,06037,Southern California,14,453,1547,29.3,1.693641618,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607791870,Manteca CCD,San Joaquin,06077,San Joaquin Valley,10,109,1326,8.2,0.4739884393,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603791750,Los Angeles CCD,Los Angeles,06037,Southern California,14,51586,272113,19,1.098265896,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601390080,Antioch-Pittsburg CCD,Contra Costa,06013,Bay Area,01,1424,9941,14.3,0.8265895954,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603791730,Long Beach-Lakewood CCD,Los Angeles,06037,Southern California,14,5871,40221,14.6,0.8439306358,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607390960,Fallbrook CCD,San Diego,06073,San Diego,09,105,321,32.7,1.89017341,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0610793560,Visalia CCD,Tulare,06107,San Joaquin Valley,10,90,980,9.2,0.5317919075,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607192770,San Bernardino CCD,San Bernardino,06071,Southern California,14,5364,43277,12.4,0.7167630058,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601393310,Tassajara CCD,Contra Costa,06013,Bay Area,01,294,963,30.5,1.76300578,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608192870,San Mateo CCD,San Mateo,06081,Bay Area,01,1791,9932,18,1.040462428,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601991080,Fresno CCD,Fresno,06019,San Joaquin Valley,10,2462,19449,12.7,0.7341040462,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601390270,Briones CCD,Contra Costa,06013,Bay Area,01,242,527,45.9,2.653179191,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603790560,Compton CCD,Los Angeles,06037,Southern California,14,7763,57121,13.6,0.7861271676,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609593530,Vallejo CCD,Solano,06095,Bay Area,01,2636,16752,15.7,0.9075144509,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0610790760,Earlimart CCD,Tulare,06107,San Joaquin Valley,10,7,53,13.2,0.7630057803,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601390440,Central Contra Costa CCD,Contra Costa,06013,Bay Area,01,1781,5578,31.9,1.843930636,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605992150,North Coast CCD,Orange,06059,Southern California,14,544,1923,28.3,1.63583815,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607392780,San Diego CCD,San Diego,06073,San Diego,09,12040,74329,16.2,0.936416185,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608391710,Lompoc Valley CCD,Santa Barbara,06083,Santa Barbara,12,307,2571,11.9,0.6878612717,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601390780,East Contra Costa CCD,Contra Costa,06013,Bay Area,01,435,1523,28.6,1.653179191,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602390930,Eureka CCD,Humboldt,06023,North Coast,05,13,274,4.7,0.2716763006,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608792900,Santa Cruz CCD,Santa Cruz,06087,Monterey Bay,04,289,998,29,1.676300578,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604192180,Northeast Marin CCD,Marin,06041,Bay Area,01,198,685,28.9,1.670520231,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603792140,North Antelope Valley CCD,Los Angeles,06037,Southern California,14,1312,10408,12.6,0.7283236994,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608992570,Redding-Anderson CCD,Shasta,06089,Shasta,13,54,389,13.9,0.8034682081,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605392970,Seaside-Monterey CCD,Monterey,06053,Monterey Bay,04,754,5884,12.8,0.7398843931,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0611190350,Camarillo CCD,Ventura,06111,Southern California,14,275,598,46,2.658959538,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590490,Chuckwalla CCD,Riverside,06065,Southern California,14,27,1902,1.4,0.08092485549,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600792300,Oroville CCD,Butte,06007,Butte,02,21,562,3.7,0.2138728324,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601991360,Huron CCD,Fresno,06019,San Joaquin Valley,10,19,1228,1.5,0.08670520231,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604790150,Atwater CCD,Merced,06047,San Joaquin Valley,10,132,907,14.6,0.8439306358,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609590950,Fairfield-Suisun City CCD,Solano,06095,Bay Area,01,1611,10415,15.5,0.8959537572,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602990800,East Kern CCD,Kern,06029,San Joaquin Valley,10,261,1984,13.2,0.7630057803,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604791760,Los Banos CCD,Merced,06047,San Joaquin Valley,10,37,612,6,0.3468208092,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602991160,Greenfield-Panama CCD,Kern,06029,San Joaquin Valley,10,29,320,9.1,0.5260115607,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602992650,Rosedale CCD,Kern,06029,San Joaquin Valley,10,135,363,37.2,2.150289017,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602993320,Tehachapi CCD,Kern,06029,San Joaquin Valley,10,32,1380,2.3,0.1329479769,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602993570,Wasco CCD,Kern,06029,San Joaquin Valley,10,9,1693,0.5,0.0289017341,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600191660,Livermore-Pleasanton CCD,Alameda,06001,Bay Area,01,625,3329,18.8,1.086705202,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603190170,Avenal CCD,Kings,06031,San Joaquin Valley,10,25,1553,1.6,0.09248554913,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603190570,Corcoran CCD,Kings,06031,San Joaquin Valley,10,22,1841,1.2,0.06936416185,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603191220,Hanford CCD,Kings,06031,San Joaquin Valley,10,85,1390,6.1,0.3526011561,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600192230,Oakland CCD,Alameda,06001,Bay Area,01,14609,89102,16.4,0.9479768786,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605392730,Salinas CCD,Monterey,06053,Monterey Bay,04,281,3375,8.3,0.4797687861,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603193250,Stratford CCD,Kings,06031,San Joaquin Valley,10,0,1595,0,0,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602593630,West Imperial CCD,Imperial,06025,Southern California,14,0,1183,0,0,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607392240,Oceanside-Escondido CCD,San Diego,06073,San Diego,09,1811,10201,17.8,1.028901734,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608193170,South San Francisco CCD,San Mateo,06081,Bay Area,01,1436,5884,24.4,1.410404624,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607392440,Pendleton CCD,San Diego,06073,San Diego,09,162,1413,11.5,0.6647398844,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605592070,Napa CCD,Napa,06055,Bay Area,01,71,763,9.3,0.5375722543,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0610193820,Yuba City CCD,Sutter,06101,Sacramento Area,08,118,852,13.8,0.7976878613,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603790280,Burbank CCD,Los Angeles,06037,Southern California,14,428,1196,35.8,2.069364162,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605990420,Central Coast CCD,Orange,06059,Southern California,14,654,1454,45,2.601156069,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603790730,Downey-Norwalk CCD,Los Angeles,06037,Southern California,14,2695,15631,17.2,0.9942196532,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605990890,El Toro CCD,Orange,06059,Southern California,14,526,1627,32.3,1.867052023,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603790810,East San Gabriel Valley CCD,Los Angeles,06037,Southern California,14,5116,22882,22.4,1.294797688,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603791400,Inglewood CCD,Los Angeles,06037,Southern California,14,11496,73704,15.6,0.901734104,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606191740,Loomis Basin-Folsom Lake CCD,Placer,06061,Sacramento Area,08,171,401,42.6,2.462427746,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603792360,Palos Verdes CCD,Los Angeles,06037,Southern California,14,572,1314,43.5,2.514450867,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603792400,Pasadena CCD,Los Angeles,06037,Southern California,14,5233,21378,24.5,1.416184971,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603792920,Santa Monica CCD,Los Angeles,06037,Southern California,14,585,2253,26,1.502890173,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793090,South Antelope Valley CCD,Los Angeles,06037,Southern California,14,1259,9595,13.1,0.7572254335,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793100,South Bay Cities CCD,Los Angeles,06037,Southern California,14,646,1348,47.9,2.768786127,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793130,Southeast CCD,Los Angeles,06037,Southern California,14,415,6166,6.7,0.387283237,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793200,Southwest San Gabriel Valley CCD,Los Angeles,06037,Southern California,14,353,1433,24.6,1.421965318,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793380,Torrance CCD,Los Angeles,06037,Southern California,14,611,1778,34.4,1.988439306,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793510,Upper San Gabriel Valley CCD,Los Angeles,06037,Southern California,14,729,4599,15.9,0.9190751445,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603793730,Whittier CCD,Los Angeles,06037,Southern California,14,532,2024,26.3,1.520231214,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608591110,Gilroy CCD,Santa Clara,06085,Bay Area,01,147,452,32.5,1.878612717,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603990480,Chowchilla CCD,Madera,06039,San Joaquin Valley,10,77,2033,3.8,0.2196531792,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592060,Murrieta CCD,Riverside,06065,Southern California,14,628,2768,22.7,1.312138728,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603991830,Madera CCD,Madera,06039,San Joaquin Valley,10,155,1304,11.9,0.6878612717,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0611390850,East Yolo CCD,Yolo,06113,Sacramento Area,08,19,472,4,0.2312138728,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592340,Palm Springs CCD,Riverside,06065,Southern California,14,99,1034,9.6,0.5549132948,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604192670,Ross Valley CCD,Marin,06041,Bay Area,01,194,2625,7.4,0.4277456647,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0611591610,Linda CCD,Yuba,06115,Sacramento Area,08,18,229,7.9,0.4566473988,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592810,San Gorgonio Pass CCD,Riverside,06065,Southern California,14,93,1413,6.6,0.3815028902,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604192880,San Rafael CCD,Marin,06041,Bay Area,01,237,850,27.9,1.612716763,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604193140,Southeast Marin CCD,Marin,06041,Bay Area,01,209,922,22.7,1.312138728,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602590330,Calipatria-Westmorland CCD,Imperial,06025,Southern California,14,20,1309,1.5,0.08670520231,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607992860,San Luis Obispo CCD,San Luis Obispo,06079,San Luis Obispo,11,35,1988,1.8,0.1040462428,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602590860,El Centro CCD,Imperial,06025,Southern California,14,74,809,9.1,0.5260115607,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606792690,Sacramento CCD,Sacramento,06067,Sacramento Area,08,8148,54614,14.9,0.8612716763,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609393600,Weed CCD,Siskiyou,06093,Northeast Sierra,06,10,188,5.3,0.3063583815,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606991300,Hollister CCD,San Benito,06069,Monterey Bay,04,48,264,18.2,1.052023121,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607190190,Barstow-Victorville CCD,San Bernardino,06071,Southern California,14,1279,10331,12.4,0.7167630058,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609593520,Vacaville CCD,Solano,06095,Bay Area,01,559,6039,9.3,0.5375722543,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0604791960,Merced CCD,Merced,06047,San Joaquin Valley,10,289,2321,12.5,0.7225433526,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600191070,Fremont CCD,Alameda,06001,Bay Area,01,2056,7244,28.4,1.641618497,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607793240,Stockton CCD,San Joaquin,06077,San Joaquin Valley,10,1401,14747,9.5,0.549132948,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605993110,South Coast CCD,Orange,06059,Southern California,14,746,1984,37.6,2.173410405,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0601393620,West Contra Costa CCD,Contra Costa,06013,Bay Area,01,5204,32579,16,0.9248554913,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603191590,Lemoore CCD,Kings,06031,San Joaquin Valley,10,113,946,11.9,0.6878612717,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606791010,Folsom CCD,Sacramento,06067,Sacramento Area,08,258,2698,9.6,0.5549132948,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600790470,Chico CCD,Butte,06007,Butte,02,151,607,24.9,1.439306358,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0603391780,Lower Lake-Middletown CCD,Lake,06033,North Coast,05,28,479,5.8,0.3352601156,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609993460,Turlock CCD,Stanislaus,06099,San Joaquin Valley,10,73,335,21.8,1.260115607,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602990180,Bakersfield CCD,Kern,06029,San Joaquin Valley,10,1030,12221,8.4,0.4855491329,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605990050,Anaheim-Santa Ana-Garden Grove CCD,Orange,06059,Southern California,14,4170,16787,24.8,1.433526012,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608592830,San Jose CCD,Santa Clara,06085,Bay Area,01,8115,27155,29.9,1.728323699,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0605993390,Trabuco CCD,Orange,06059,Southern California,14,609,1388,43.9,2.537572254,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606192660,Roseville CCD,Placer,06061,Sacramento Area,08,283,598,47.3,2.734104046,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590880,Elsinore Valley CCD,Riverside,06065,Southern California,14,391,1854,21.1,1.219653179,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606791090,Galt CCD,Sacramento,06067,Sacramento Area,08,79,287,27.5,1.589595376,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590410,Cathedral City-Palm Desert CCD,Riverside,06065,Southern California,14,180,991,18.2,1.052023121,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606591530,Lake Mathews CCD,Riverside,06065,Southern California,14,140,1037,13.5,0.7803468208,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590590,Corona CCD,Riverside,06065,Southern California,14,1206,4860,24.8,1.433526012,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590670,Desert Hot Springs CCD,Riverside,06065,Southern California,14,11,605,1.8,0.1040462428,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608392890,Santa Barbara CCD,Santa Barbara,06083,Santa Barbara,12,376,1598,23.5,1.358381503,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0611192310,Oxnard CCD,Ventura,06111,Southern California,14,793,4300,18.4,1.063583815,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606591450,Jurupa CCD,Riverside,06065,Southern California,14,224,2160,10.4,0.6011560694,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602991810,McFarland-Delano CCD,Kern,06029,San Joaquin Valley,10,35,1811,1.9,0.1098265896,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592130,Norco CCD,Riverside,06065,Southern California,14,11,1256,0.9,0.05202312139,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592450,Perris Valley CCD,Riverside,06065,Southern California,14,1001,7906,12.7,0.7341040462,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606592640,Riverside CCD,Riverside,06065,Southern California,14,3596,21206,17,0.9826589595,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0609991980,Modesto CCD,Stanislaus,06099,San Joaquin Valley,10,635,4482,14.2,0.8208092486,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0602590260,Brawley CCD,Imperial,06025,Southern California,14,44,244,18,1.040462428,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0611591900,Marysville CCD,Yuba,06115,Sacramento Area,08,33,333,9.9,0.5722543353,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606790870,Elk Grove CCD,Sacramento,06067,Sacramento Area,08,757,3098,24.4,1.410404624,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606791920,Mather CCD,Sacramento,06067,Sacramento Area,08,841,5088,16.5,0.9537572254,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606590520,Coachella Valley CCD,Riverside,06065,Southern California,14,43,940,4.6,0.2658959538,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0607592790,San Francisco CCD,San Francisco,06075,Bay Area,01,7271,40248,18.1,1.046242775,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0608392910,Santa Maria Valley CCD,Santa Barbara,06083,Santa Barbara,12,217,1016,21.4,1.23699422,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0606591280,Hemet-San Jacinto CCD,Riverside,06065,Southern California,14,146,1308,11.2,0.6473988439,Tue Jun 12 12:05:41 2018
355,Percent of population age 25 and up with a four-year college degree or higher,2000,3,AfricanAm,CD,0600191260,Hayward CCD,Alameda,06001,Bay Area,01,4712,20344,23.2,1.341040462,Tue Jun 12 12:05:41 2018
